CustomerID,LookalikeCustomerID,SimilarityScore
C0024,C0189,0.9740599791953216
C0025,C0071,0.9707811994029899
C0025,C0152,0.9644989395944268
C0025,C0083,0.9530113741774553
C0026,C0117,0.9667982299602493
C0026,C0183,0.9662505298725896
C0026,C0016,0.9657610432394254
C0027,C0043,0.9579639534434532
C0027,C0088,0.9537387860429991
C0027,C0193,0.9482452537297242
C0028,C0054,0.9844649561295048
C0028,C0101,0.9731290451037174
C0028,C0090,0.9551888740389949
C0029,C0176,0.9748693747241445
C0029,C0042,0.9482236174978791
C0029,C0131,0.9323075848190968
C0030,C0034,0.974974887895196
C0030,C0024,0.9533636958011783
C0030,C0036,0.9374107276203176
C0031,C0003,0.9928634472839012
C0031,C0129,0.9711399500221022
C0031,C0181,0.9648996194969643
C0032,C0077,0.96120133463158
C0032,C0190,0.9285780569640196
C0032,C0031,0.9206662862996666
C0033,C0058,0.9679262420222948
C0033,C0144,0.9086677801255504
C0033,C0036,0.8886690860484542
C0034,C0030,0.974974887895196
C0034,C0067,0.943534213349826
C0034,C0109,0.9424776130247079
C0035,C0055,0.9829887190850237
C0035,C0018,0.9722424645832071
C0035,C0154,0.9697176525538155
C0036,C0144,0.9783723608915944
C0036,C0015,0.9634578457609507
C0036,C0189,0.9575702254317092
C0037,C0100,0.9732662966063342
C0037,C0179,0.9636963642948653
C0037,C0164,0.9618344614219222
C0038,C0160,0.9996929113300689
C0038,C0131,0.9688014081471226
C0038,C0079,0.9457344030505707
C0039,C0048,0.9898261796854534
C0039,C0190,0.98290263543097
C0039,C0181,0.9706444343364298
C0040,C0200,0.9436640815773828
C0040,C0007,0.9422028944444507
C0040,C0140,0.9343145093372526
C0041,C0081,0.9790424928721373
C0041,C0017,0.9780335597577134
C0041,C0064,0.9747142662634078
C0042,C0176,0.9810950836654334
C0042,C0185,0.9539471226276909
C0042,C0029,0.9482236174978791
C0043,C0159,0.9638107617191566
C0043,C0002,0.9607107503223303
C0043,C0128,0.9593267866317202
C0044,C0066,0.9748291685712441
C0044,C0114,0.9655089801168691
C0044,C0167,0.9579968856526232
C0045,C0162,0.9704613602337251
C0045,C0173,0.954999574701898
C0045,C0021,0.9480263330272127
C0046,C0024,0.969735282457921
C0046,C0154,0.9648121839780918
C0046,C0116,0.9647289673235198
C0047,C0116,0.9696788550199752
C0047,C0194,0.9608638505265736
C0047,C0024,0.9447312021159943
C0048,C0039,0.9898261796854534
C0048,C0190,0.9872880967717906
C0048,C0085,0.9617388810629112
C0049,C0098,0.9600109156208455
C0049,C0034,0.9310636633610483
C0049,C0072,0.9309891079068664
C0050,C0026,0.9652618555913322
C0050,C0018,0.9602284433776446
C0050,C0035,0.9575389114789272
C0051,C0127,0.9736740743371946
C0051,C0057,0.9697022002100378
C0051,C0075,0.9618826322092989
C0052,C0076,0.9807572338864445
C0052,C0003,0.9552188657976433
C0052,C0031,0.951620636204052
C0053,C0100,0.9788933605245388
C0053,C0179,0.9763607560062434
C0053,C0086,0.9755691622859208
C0054,C0028,0.9844649561295048
C0054,C0143,0.9595057278346313
C0054,C0093,0.9381603863234893
C0055,C0154,0.9896725286248967
C0055,C0035,0.9829887190850237
C0055,C0194,0.9692089457045315
C0056,C0092,0.9841628176065582
C0056,C0022,0.9831029209129853
C0056,C0143,0.9554803411238052
C0057,C0081,0.9727108822169603
C0057,C0051,0.9697022002100378
C0057,C0017,0.9696985827240691
C0058,C0033,0.9679262420222948
C0058,C0015,0.9451341276020537
C0058,C0144,0.9449255530118756
C0059,C0154,0.9602910419934861
C0059,C0194,0.9534200090512536
C0059,C0046,0.9525125190279965
C0060,C0198,0.9463151290948103
C0060,C0166,0.9105730210072542
C0060,C0062,0.8903455471564451
C0061,C0132,0.9769722770329441
C0061,C0062,0.9753343681725689
C0061,C0010,0.9733321235992181
C0062,C0061,0.9753343681725689
C0062,C0103,0.9721250729026791
C0062,C0010,0.969157784683701
C0063,C0167,0.9587231144477358
C0063,C0132,0.9540450694034418
C0063,C0064,0.9426800304555568
C0064,C0041,0.9747142662634078
C0064,C0081,0.96285600677887
C0064,C0017,0.955832850062367
C0065,C0059,0.9511379025593294
C0065,C0047,0.93935258589718
C0065,C0194,0.9122332624770877
C0066,C0044,0.9748291685712441
C0066,C0114,0.9690245002819724
C0066,C0182,0.9342317822153955
C0067,C0016,0.9843428068564374
C0067,C0183,0.9830456553764666
C0067,C0189,0.963548847349562
C0068,C0125,0.9232392176518085
C0068,C0122,0.9080973886984931
C0068,C0194,0.9073084436296673
C0069,C0127,0.9691518861592499
C0069,C0051,0.943479057787624
C0069,C0197,0.9369298799792914
C0070,C0073,0.9770008302244605
C0070,C0135,0.9703879779503886
C0070,C0023,0.9681832236678289
C0071,C0025,0.9707811994029899
C0071,C0174,0.9655890784048676
C0071,C0152,0.9441869322497017
C0072,C0183,0.9667583379946472
C0072,C0016,0.9649934461310918
C0072,C0055,0.9591605942701662
C0073,C0135,0.9863997246319879
C0073,C0132,0.9785784982226995
C0073,C0070,0.9770008302244605
C0074,C0135,0.9686249928561237
C0074,C0196,0.9646240031466239
C0074,C0061,0.962294061311772
C0075,C0017,0.9890171780642618
C0075,C0051,0.9618826322092989
C0075,C0041,0.9575040808242081
C0076,C0052,0.9807572338864445
C0076,C0031,0.9643249579122186
C0076,C0003,0.9558381869384117
C0077,C0032,0.96120133463158
C0077,C0083,0.9399857498963757
C0077,C0025,0.9108583969135401
C0078,C0110,0.977080335070278
C0078,C0080,0.9587801172161158
C0078,C0115,0.9353787192037819
C0079,C0176,0.959715189710325
C0079,C0131,0.9562434845678126
C0079,C0160,0.9520998053893373
C0080,C0110,0.9863512922483368
C0080,C0140,0.9721638470952132
C0080,C0123,0.96379292975386
C0081,C0017,0.9812624297600444
C0081,C0041,0.9790424928721373
C0081,C0057,0.9727108822169603
C0082,C0169,0.9787523566833114
C0082,C0188,0.9695820782064737
C0082,C0011,0.968725630634124
C0083,C0025,0.9530113741774553
C0083,C0150,0.9445865352761383
C0083,C0077,0.9399857498963757
C0084,C0028,0.9467749245895339
C0084,C0101,0.944032092829791
C0084,C0021,0.9146697936481392
C0085,C0129,0.9661084853856289
C0085,C0048,0.9617388810629112
C0085,C0006,0.949444242005508
C0086,C0179,0.9915076478221619
C0086,C0164,0.9871443441546184
C0086,C0166,0.9814491359422176
C0087,C0155,0.9732597606922251
C0087,C0191,0.9589285902880106
C0087,C0126,0.9553451823553655
C0088,C0027,0.9537387860429991
C0088,C0161,0.9446345822282816
C0088,C0056,0.9445391203777346
C0089,C0167,0.933306686864932
C0089,C0044,0.9332040851268302
C0089,C0170,0.9224224738975749
C0090,C0021,0.9795965749583505
C0090,C0173,0.9752518590438037
C0090,C0101,0.9598090740313491
C0091,C0184,0.9638547721730829
C0091,C0001,0.9615784526189864
C0091,C0120,0.9466506420619277
C0092,C0056,0.9841628176065582
C0092,C0022,0.9657206452008309
C0092,C0200,0.9412722053626225
C0093,C0143,0.9709819443736682
C0093,C0022,0.9544549465182786
C0093,C0145,0.9499115378656028
C0094,C0125,0.9349120418977994
C0094,C0029,0.9304663718059042
C0094,C0189,0.9292744846799976
C0095,C0130,0.9868949461171939
C0095,C0112,0.9642225093527166
C0095,C0150,0.9576409298903451
C0096,C0148,0.9737136220492935
C0096,C0158,0.959674667824161
C0096,C0120,0.9569736537669563
C0097,C0128,0.9626610063550515
C0097,C0043,0.9228161829933839
C0097,C0123,0.9050436771901308
C0098,C0049,0.9600109156208455
C0098,C0024,0.9557690266745623
C0098,C0008,0.954290123066155
C0099,C0165,0.967828443810744
C0099,C0108,0.9524034457607498
C0099,C0169,0.9488068719773454
C0100,C0179,0.9865137656736535
C0100,C0164,0.986085532146483
C0100,C0170,0.9846417981523954
C0101,C0021,0.9850578970269496
C0101,C0028,0.9731290451037174
C0101,C0090,0.9598090740313491
C0102,C0188,0.9973947219398034
C0102,C0155,0.9780869652912867
C0102,C0184,0.9742217336018636
C0103,C0086,0.980307855822597
C0103,C0062,0.9721250729026791
C0103,C0166,0.9704082545487717
C0104,C0113,0.9842200960860061
C0104,C0004,0.971398620284676
C0104,C0152,0.969879271997773
C0105,C0057,0.9654477561068234
C0105,C0114,0.9570851385936038
C0105,C0051,0.9497722550276041
C0106,C0134,0.9799828569990259
C0106,C0002,0.9767053864551412
C0106,C0159,0.9702309570250826
C0107,C0192,0.9745589087180802
C0107,C0169,0.9732162677909989
C0107,C0102,0.9710922371464105
C0108,C0169,0.9770828481736716
C0108,C0082,0.9602078382126883
C0108,C0165,0.958820013379097
C0109,C0034,0.9424776130247079
C0109,C0156,0.9341634458131521
C0109,C0067,0.9287339305673834
C0110,C0080,0.9863512922483368
C0110,C0078,0.977080335070278
C0110,C0123,0.9404419719016905
C0111,C0081,0.9427453940290887
C0111,C0124,0.9362718136536746
C0111,C0057,0.9352689421037502
C0112,C0192,0.9848466247031187
C0112,C0001,0.9777022847385629
C0112,C0120,0.970279635793488
C0113,C0004,0.9852261895312798
C0113,C0104,0.9842200960860061
C0113,C0118,0.9707759159574206
C0114,C0182,0.9825414712700209
C0114,C0066,0.9690245002819724
C0114,C0044,0.9655089801168691
C0115,C0146,0.9617856490361779
C0115,C0078,0.9353787192037819
C0115,C0177,0.9308637091856952
C0116,C0194,0.9839913535352675
C0116,C0024,0.9792383416488353
C0116,C0154,0.9718796919175466
C0117,C0018,0.9683358110733489
C0117,C0026,0.9667982299602493
C0117,C0050,0.9520835990699666
C0118,C0192,0.9775372629149731
C0118,C0184,0.9751280306081996
C0118,C0001,0.9719662355931018
C0119,C0127,0.9614153893604894
C0119,C0121,0.9600969702739856
C0119,C0199,0.9491581769558017
C0120,C0112,0.970279635793488
C0120,C0001,0.9697998553489293
C0120,C0096,0.9569736537669563
C0121,C0119,0.9600969702739856
C0121,C0019,0.9508011340508794
C0121,C0086,0.9359534904672236
C0122,C0067,0.959548816965861
C0122,C0125,0.9526891539485273
C0122,C0160,0.9475377358180509
C0123,C0140,0.9651131559642471
C0123,C0178,0.9637979558347136
C0123,C0080,0.96379292975386
C0124,C0081,0.9668771751651626
C0124,C0041,0.949377333188002
C0124,C0172,0.9362935005855594
C0125,C0122,0.9526891539485273
C0125,C0131,0.9449354833776626
C0125,C0050,0.9380999965508378
C0126,C0191,0.9692490026096964
C0126,C0011,0.955980012463018
C0126,C0087,0.9553451823553655
C0127,C0051,0.9736740743371946
C0127,C0069,0.9691518861592499
C0127,C0119,0.9614153893604894
C0128,C0097,0.9626610063550515
C0128,C0159,0.9602011282633961
C0128,C0043,0.9593267866317202
C0129,C0003,0.985855056997588
C0129,C0031,0.9711399500221022
C0129,C0085,0.9661084853856289
C0130,C0095,0.9868949461171939
C0130,C0150,0.9667802761015192
C0130,C0112,0.9584370783006733
C0131,C0160,0.9702294662113276
C0131,C0038,0.9688014081471226
C0131,C0079,0.9562434845678126
C0132,C0135,0.9844592535889773
C0132,C0073,0.9785784982226995
C0132,C0061,0.9769722770329441
C0133,C0158,0.9735549869125296
C0133,C0003,0.9536352523345288
C0133,C0108,0.9483152346743463
C0134,C0002,0.9906306629423273
C0134,C0106,0.9799828569990259
C0134,C0159,0.9585424886283692
C0135,C0073,0.9863997246319879
C0135,C0132,0.9844592535889773
C0135,C0070,0.9703879779503886
C0136,C0178,0.9459260845333043
C0136,C0138,0.9407090733864502
C0136,C0090,0.9247257495857346
C0137,C0187,0.9645090659192094
C0137,C0126,0.9485589922396377
C0137,C0052,0.9472393642134033
C0138,C0136,0.9407090733864502
C0138,C0143,0.9354856324568187
C0138,C0178,0.9322433963218538
C0139,C0038,0.9317233538831178
C0139,C0160,0.930417560394201
C0139,C0122,0.9176595998662789
C0140,C0080,0.9721638470952132
C0140,C0007,0.9657244296147696
C0140,C0123,0.9651131559642471
C0141,C0053,0.9348442521788333
C0141,C0041,0.9303097996261882
C0141,C0051,0.9266290810380854
C0142,C0193,0.9613557367588084
C0142,C0177,0.9529504446866456
C0142,C0027,0.9352017130338537
C0143,C0022,0.9818626817758983
C0143,C0093,0.9709819443736682
C0143,C0054,0.9595057278346313
C0144,C0036,0.9783723608915944
C0144,C0058,0.9449255530118756
C0144,C0020,0.9408794669513032
C0145,C0022,0.9797420988960491
C0145,C0173,0.9621096852732703
C0145,C0175,0.9591636499124129
C0146,C0177,0.9724076430612771
C0146,C0115,0.9617856490361779
C0146,C0186,0.9561425529075901
C0147,C0113,0.9475206152140611
C0147,C0165,0.9433885992603872
C0147,C0153,0.940875075938809
C0148,C0096,0.9737136220492935
C0148,C0158,0.9701271453784853
C0148,C0163,0.9696279621737932
C0149,C0053,0.9737004072161964
C0149,C0170,0.9584102089342348
C0149,C0164,0.958087898179308
C0150,C0130,0.9667802761015192
C0150,C0095,0.9576409298903451
C0150,C0083,0.9445865352761383
C0151,C0032,0.9014664021640095
C0151,C0031,0.8872878811240444
C0151,C0129,0.8629825207537212
C0152,C0104,0.969879271997773
C0152,C0025,0.9644989395944268
C0152,C0113,0.9644333452466323
C0153,C0011,0.9791893830101381
C0153,C0082,0.9682010838841327
C0153,C0165,0.9672164832367174
C0154,C0055,0.9896725286248967
C0154,C0194,0.9820911189461399
C0154,C0116,0.9718796919175466
C0155,C0102,0.9780869652912867
C0155,C0087,0.9732597606922251
C0155,C0188,0.9723864924855485
C0156,C0109,0.9341634458131521
C0156,C0024,0.9236640742068806
C0156,C0067,0.9161717322161016
C0157,C0189,0.9698497006302211
C0157,C0194,0.9600225766864343
C0157,C0035,0.9561844975702912
C0158,C0133,0.9735549869125296
C0158,C0003,0.9728499010453681
C0158,C0148,0.9701271453784853
C0159,C0002,0.9782810619553673
C0159,C0106,0.9702309570250826
C0159,C0043,0.9638107617191566
C0160,C0038,0.9996929113300689
C0160,C0131,0.9702294662113276
C0160,C0079,0.9520998053893373
C0161,C0175,0.9770653469397446
C0161,C0173,0.9628770046528856
C0161,C0021,0.9502303360860044
C0162,C0173,0.9706094648863929
C0162,C0045,0.9704613602337251
C0162,C0090,0.9482289466675581
C0163,C0148,0.9696279621737932
C0163,C0158,0.95646020019987
C0163,C0003,0.9433928807916301
C0164,C0179,0.9876834414206769
C0164,C0086,0.9871443441546184
C0164,C0100,0.986085532146483
C0165,C0099,0.967828443810744
C0165,C0153,0.9672164832367174
C0165,C0082,0.9608830889724391
C0166,C0086,0.9814491359422176
C0166,C0103,0.9704082545487717
C0166,C0199,0.9684983968387834
C0167,C0170,0.961547725927972
C0167,C0063,0.9587231144477358
C0167,C0044,0.9579968856526232
C0168,C0148,0.9673196624977876
C0168,C0096,0.954641408688299
C0168,C0011,0.9464264268521879
C0169,C0082,0.9787523566833114
C0169,C0108,0.9770828481736716
C0169,C0107,0.9732162677909989
C0170,C0100,0.9846417981523954
C0170,C0164,0.9738561024894401
C0170,C0053,0.9637114860027516
C0171,C0011,0.960487087126561
C0171,C0153,0.954854809619439
C0171,C0126,0.954228756130829
C0172,C0081,0.9608264700880653
C0172,C0017,0.9395573811399599
C0172,C0119,0.9381712685600759
C0173,C0175,0.9873235486323748
C0173,C0090,0.9752518590438037
C0173,C0021,0.9711974650541958
C0174,C0011,0.9810675934064492
C0174,C0118,0.9663245661618616
C0174,C0071,0.9655890784048676
C0175,C0173,0.9873235486323748
C0175,C0161,0.9770653469397446
C0175,C0145,0.9591636499124129
C0176,C0042,0.9810950836654334
C0176,C0029,0.9748693747241445
C0176,C0079,0.959715189710325
C0177,C0146,0.9724076430612771
C0177,C0142,0.9529504446866456
C0177,C0090,0.9474223163379325
C0178,C0123,0.9637979558347136
C0178,C0200,0.9579147609220459
C0178,C0136,0.9459260845333043
C0179,C0086,0.9915076478221619
C0179,C0164,0.9876834414206769
C0179,C0100,0.9865137656736535
C0181,C0190,0.9827834887078388
C0181,C0039,0.9706444343364298
C0181,C0031,0.9648996194969643
C0182,C0114,0.9825414712700209
C0182,C0057,0.9584754053539906
C0182,C0170,0.9573228252002006
C0183,C0016,0.9999202503880769
C0183,C0067,0.9830456553764666
C0183,C0072,0.9667583379946472
C0184,C0118,0.9751280306081996
C0184,C0102,0.9742217336018636
C0184,C0192,0.9689934390600753
C0185,C0042,0.9539471226276909
C0185,C0117,0.9507592582405785
C0185,C0036,0.9496189253119126
C0186,C0146,0.9561425529075901
C0186,C0005,0.9489225597392272
C0186,C0177,0.9464608633151141
C0187,C0006,0.9796656598525515
C0187,C0137,0.9645090659192094
C0187,C0012,0.9493243026936005
C0188,C0102,0.9973947219398034
C0188,C0155,0.9723864924855485
C0188,C0082,0.9695820782064737
C0189,C0024,0.9740599791953216
C0189,C0116,0.9711557488371301
C0189,C0194,0.9700566803318138
C0190,C0048,0.9872880967717906
C0190,C0039,0.98290263543097
C0190,C0181,0.9827834887078388
C0191,C0126,0.9692490026096964
C0191,C0087,0.9589285902880106
C0191,C0155,0.958328856304363
C0192,C0112,0.9848466247031187
C0192,C0118,0.9775372629149731
C0192,C0107,0.9745589087180802
C0193,C0142,0.9613557367588084
C0193,C0027,0.9482452537297242
C0193,C0177,0.9150455039280608
C0194,C0116,0.9839913535352675
C0194,C0154,0.9820911189461399
C0194,C0024,0.9795444375397386
C0195,C0003,0.964361574302969
C0195,C0039,0.9635442202614359
C0195,C0031,0.9610334672963012
C0196,C0053,0.9668321020751154
C0196,C0135,0.9656240004099135
C0196,C0074,0.9646240031466239
C0197,C0199,0.9847709675272706
C0197,C0166,0.9496180576425439
C0197,C0086,0.9472556725696549
C0198,C0166,0.9628323616581675
C0198,C0062,0.9519456936884328
C0198,C0060,0.9463151290948103
C0199,C0197,0.9847709675272706
C0199,C0166,0.9684983968387834
C0199,C0086,0.9671923042995983
C0200,C0022,0.9818078306219142
C0200,C0173,0.9580270205021509
C0200,C0178,0.9579147609220459
